fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,color,quality
7.284515674962363,0.22938062699849457,0.2712387460030109,2.609290595022582,0.035340655150828,39.03096865007527,120.03096865007527,0.991377522507994,3.040929059502258,0.5918581190045163,11.287612539969892,1,2
5.976841604006806,0.19482295283654924,0.4562393301441553,5.366218774199761,0.04160765094551642,43.83923490544836,117.67846981089671,0.9934614163773077,3.320708188653803,0.41536832080136116,9.821530189103283,1,2
6.707283272134796,0.24,0.34072832721347956,5.878468405758227,0.048,43.53641636067398,171.76820818033698,0.9943304624541011,3.330563568441027,0.548841040901685,10.442052045084248,1,2
5.683874467542873,0.4770206258205031,0.042979374179496904,1.8216322902991615,0.04237757822756287,27.891838548504193,87.0,0.9907459192742522,3.4783677097008385,0.7951228661559642,13.84857396790587,0,2
5.695410677192335,0.1826712163054315,0.35686985141380206,1.5686985141380205,0.03883972702167411,40.52671216305431,98.0,0.9899053424326109,3.2988562024975074,0.5293904457585938,11.852671216305431,1,2
7.035099339828596,0.22232992197974324,0.3811499099766268,1.5704996999220895,0.032531005401402385,12.177001800467464,65.0,0.9899711017404519,3.271240216056096,0.4123901260327225,12.558398559626028,1,2
6.46839396779678,0.2781036380678068,0.2518963619321932,4.635648632543256,0.028810363806780585,54.0,127.87357587118711,0.9906805806594579,3.1864351367456742,0.4532745335253524,12.244248445084507,1,2
7.011104056663536,0.25110405666353575,0.3555583773345857,2.833312169990607,0.034777283966447504,22.0,112.0,0.9901043781326372,3.1911104056663535,0.3794447971668232,12.527823631687017,1,2
6.079723135644555,0.1570507584651649,0.3194930783911139,1.654838495792657,0.028350230720296105,23.70046144059241,93.0,0.9897461740213396,3.329493078391114,0.5949307839111387,12.560369152473926,1,2
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,1,2
6.392736272360564,0.45263928851718316,0.261355761684507,2.1927362723605635,0.07051815931909859,13.518159319098592,24.963681361802816,0.9939427115233691,3.4259079659549294,0.7977238978647887,11.826392885171831,0,2
6.1,0.22,0.4,1.85,0.031,25.0,111.0,0.98966,3.03,0.3,11.8,1,2
6.036778350952333,0.30413402114280025,0.3567783509523335,4.051675264285002,0.023586597885719915,29.73556701904667,113.0,0.9907844046342387,3.308054122619166,0.5628865961906659,12.336778350952335,1,2
6.845700029915642,0.2217649935182776,0.24814499551265373,2.0533998603936716,0.022176499351827764,17.180999900281194,80.0,0.9900810899112503,3.1708149885323373,0.4708599940168717,12.272850014957822,1,2
5.799759836403257,0.47503302249455226,0.19248048670776458,2.375195132922354,0.03624984989775203,33.750150102247964,128.0,0.9888198438936622,3.1800120081798373,0.487525517382154,12.950150102247964,1,2
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,1,2
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,0,2
7.257709892088946,0.3803934765369701,0.38209854153050715,2.782949350064629,0.06835412888327308,22.986884115434332,41.98688411543433,0.9936097092025039,3.335802916938986,0.7205246353826268,12.860652346302992,0,2
7.8,0.5724242459939967,0.03223775647123611,2.0203962607853936,0.07390326297763886,8.970862484592296,17.970862484592296,0.996815151508012,3.3591258745377686,0.576118878235618,9.543706273111557,0,2
6.390468169670977,0.19580936339341956,0.2762859549098707,10.753327718769684,0.03590468169670975,28.790468169670977,130.209531830329,0.9950521940053447,3.1896220955250283,0.4358093633934195,10.562859549098707,1,2
5.457760391184405,0.29281597392103964,0.35785199674012996,4.992599837006497,0.03271840260789603,45.35559902203899,145.429600651974,0.9902284088019281,3.1485920130394804,0.3293320293388304,12.099279543618195,1,2
6.502061778972662,0.14030926684589923,0.3063298846356258,5.921443245280862,0.03893814663082016,24.0,98.59175288410935,0.992,3.2606185336917983,0.3547010048507049,12.040824711589064,1,2
6.942351452738071,0.1678824273630964,0.3389801936984096,1.2525495157539759,0.043788242736309636,21.26274757876988,90.0,0.9919429751330079,3.1652549515753976,0.44364728208928916,11.183923305138915,1,2
6.971616905124324,0.3710478868594595,0.3208952113140541,8.338861963470272,0.043373352080162166,35.64191547437838,152.26856339421622,0.9933700901496703,3.380895211314054,0.3741707054794593,11.883622529172973,1,2
6.007184146771102,0.2648364352852647,0.3816998029655222,4.296728705705293,0.04376459381755364,21.620910882131618,129.24182176426322,0.9919565362382508,3.3326811912539345,0.4713726735360515,11.696728705705294,1,2
7.6,0.2,0.3,14.2,0.0559999999999999,53.0,212.5,0.999,3.14,0.46,8.9,1,2
7.299386359722656,0.32901817555624935,0.2601227280554688,16.332517093397467,0.040061364027734414,33.49693179861328,153.50306820138672,0.9975185307681154,3.034417041736523,0.46975454388906235,10.490795395839838,1,2
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1,2
7.529682520703974,0.38586579827781464,0.3697878824110595,9.431803696593379,0.05356536806888741,25.0,156.57243865518544,0.9959137806724073,3.218197697581391,0.538409815170331,11.228975462074173,1,2
6.0,0.28,0.52,6.2,0.0279999999999999,37.0,104.0,0.99161,3.28,0.51,11.8,1,2
6.257339206441863,0.27632372562225915,0.2810288231332227,14.911796099561457,0.03342660793558133,32.10288231332227,132.89711768667775,0.9945285054740843,3.2524966644215954,0.46205764626644535,12.63237256222591,1,2
7.097434378740903,0.23665559763090938,0.3041472958540914,2.608028934850008,0.026610926627181793,25.694536686409087,189.6109266271818,0.9913665559763091,3.211349224844092,0.6636341716022721,11.916722011845453,1,2
6.4,0.31,0.28,1.5,0.037,12.0,119.0,0.9919,3.32,0.51,10.4,1,2
5.506039974832679,0.41613441610708557,0.09181199244980362,1.5939600251673214,0.019265758892637864,17.963760151003928,67.96376015100392,0.9906253678942973,3.3333823859063,0.5112079949665358,11.386712055368108,1,2
7.046230674918775,0.2436058281757656,0.3444595705864182,2.4,0.0270753865016245,23.268846625406123,99.73115337459387,0.9902059036811078,3.1405903681107854,0.3880653987621837,11.561307975243675,1,2
5.421714632289589,0.268114308819306,0.2907999595662146,3.0680016173514164,0.04032571948434384,51.10857316144795,158.0,0.9907482310436657,3.3410857316144793,0.40434292645791786,11.413141470841643,1,2
6.0,0.17,0.33,6.0,0.036,30.0,111.0,0.99362,3.32,0.58,10.146477741472838,1,2
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,0,2
5.931293233584946,0.3121766916037635,0.2846939850377419,4.723469925188709,0.038452368412263446,34.156466167924734,93.92176691603764,0.9896775518803019,3.2239116541981185,0.5535710523679033,13.131293233584946,1,2
6.812277431291162,0.23255723195370126,0.31872138402314937,2.1759538658950213,0.03437595386589502,47.62404613410498,136.25063591059669,0.990130585037749,3.2474936408940334,0.4125063591059668,12.424554862582323,1,2
6.658631662741538,0.3302565632359616,0.28198289578426927,2.882736674516924,0.03640513126471923,29.0,118.80171042157308,0.9909784606205843,3.259914478921346,0.6202565632359616,12.122394590202308,1,2
8.34455470851773,0.4461767471536824,0.14468389099727233,2.4179741635040917,0.08088348016550462,19.72658054501364,49.0,0.9973429857123128,3.3564051672991817,0.8326580545013639,10.682025836495908,0,2
7.005416957865331,0.21821667831461328,0.2935666433707735,2.776749825280801,0.041480826926962706,39.58916608426934,120.58916608426934,0.9913328667132585,3.0576749825280802,0.6253499650561603,11.064333566292266,1,2
6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,13.0,1,2
8.353812256868261,0.333913618681328,0.422935214010996,2.4125165370881803,0.07009784046703321,9.0489202335166,20.0,0.9944087175098905,3.378043190659336,0.7709784046703321,12.675539883241699,0,2
7.4,0.16,0.3,13.7,0.0559999999999999,33.0,168.0,0.99825,2.9,0.44,8.7,1,2
7.430877833343644,0.40722812435984673,0.29449119358918846,4.562105115382236,0.042687727179614075,33.20701705127412,101.79298294872588,0.9916757897692355,3.2014034102548243,0.5682806820509648,12.262105115382235,1,2
7.8,0.4873144589378121,0.16972279710045732,2.249537995167429,0.0840509683574147,8.643517149760816,17.643517149760815,0.9969853710821244,3.3493055144928245,0.6448613985502286,10.034724275358776,0,2
8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,3.04,0.32,11.7,1,2
7.117981709324025,0.35280731627039,0.29438536745922,2.3280731627039,0.03546054872027925,35.3596341864805,114.82018290675975,0.9895829731956179,3.1738164616083777,0.48855061517486736,13.2842194881117,1,2
7.209573174530515,0.18723392495731953,0.31510643001707217,4.9234035497439175,0.04857450101195053,31.744678499146392,117.6276607504268,0.9941851108516219,3.2922344776579178,0.3639362525298763,10.042549898804946,1,2
7.907949437301809,0.43744765054115575,0.297573289242382,10.53221654487799,0.051502093978353765,25.0,156.91631767027437,0.9957418411648629,3.0909624619984823,0.4833891727561005,11.366527068109749,1,2
6.456652494256852,0.23416312356421307,0.3171673752871574,6.64763818099569,0.02814163123564203,15.0,82.5751062930736,0.9926615013468153,3.158326247128426,0.5613304988513705,11.140773100591623,1,2
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,1,2
6.452292943256437,0.27353182446539676,0.26954141134871257,4.481656453948502,0.031045858865128746,29.0,98.26146471628219,0.9902583025301398,3.0926146471628218,0.5329363510692064,12.669267641858907,1,2
6.303362333504625,0.248091095213625,0.2884273285640875,3.4190890478637503,0.0561908904786375,27.876356191455002,151.5618219042725,0.9914609979526502,3.2889912999486124,0.4998915046835999,12.128091095213625,1,2
6.878997059483776,0.359832372175869,0.32100859337334875,7.8739540926170335,0.030873925828331407,48.050429668667434,150.51260741716686,0.9928413438490217,3.2113438490216106,0.34260459073829674,11.773954092617032,1,2
6.360040847908176,0.39429738511662193,0.27257026148833785,6.265661766975201,0.027315277734912862,28.25702614883378,131.25702614883377,0.9911816045799038,3.1351405229766756,0.32656617669752014,12.02580473465382,1,2
7.016231246422253,0.33110062034892834,0.302984997137802,1.6110062034892831,0.03764924985689008,33.324624928445054,128.0,0.9896,3.1118843767888738,0.3713618724955768,12.411006203489283,1,2
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,1,2
5.832470885762854,0.389831824284143,0.1069598957198567,2.182276842861428,0.056227684286142825,16.274256142871426,42.27425614287143,0.9923353428143271,3.600297542851429,0.7482276842861428,13.588615785692859,0,2
6.25072786690104,0.3529451376527787,0.39463606654947997,2.34781639929688,0.03816909288967013,34.338185779340265,116.83090711032986,0.9913977827292483,3.3633818577934025,0.5866181422065972,11.49854426619792,1,2
6.867032542441459,0.24626420331439575,0.25978047453512493,2.2945118633781236,0.023637396604683295,16.340650848829167,80.0,0.990147475457154,3.209341423605375,0.5160446778495207,12.398902372675625,1,2
5.7,0.265,0.28,6.9,0.036,46.0,150.0,0.99299,3.36,0.44,10.8,1,2
6.56881080878526,0.2487135147288438,0.316881080878526,1.1495135297179173,0.03912864852711555,24.688108087852605,79.0,0.991954383741855,3.3525729705423126,0.5867837868221095,10.574270294576875,1,2
10.655723256095508,0.3854213951235933,0.5543522091474704,2.5557232560955083,0.07819119762233095,5.221383719522458,15.778616280477541,0.9972221383719522,3.1367169768286525,0.6522138371952246,11.177106975617967,0,2
10.045356260414774,0.3963931218755676,0.45,6.230237506943183,0.07130237506943182,5.848812465284085,13.848812465284084,0.9971076887701352,3.2130237506943184,0.5398918864562521,11.920950027772733,0,2
6.364808954237452,0.3172611346440155,0.27955414901698833,6.907563875763512,0.028044585098301163,19.3296179084749,86.0,0.9900387899659668,3.0894426862712354,0.2468152836610039,13.4,1,2
6.432748871477781,0.28672511285222196,0.3105673081512227,1.8139762413744416,0.047580712758766755,18.46725112852222,135.5327488714778,0.9912113461630244,3.356725112852222,0.620175338556666,12.03537894982777,1,2
6.391271375768713,0.2671157371668912,0.31637571252562374,2.34497149897505,0.03089942997950093,36.362428747437626,92.0,0.9902598483285361,3.27,0.5682542751537425,12.226185872693863,1,2
7.452812727994971,0.328239575733501,0.2987293338629786,2.5471872720050293,0.04,28.823957573350096,114.8239575733501,0.99126479151467,3.0928855154644874,0.52,11.976042426649904,1,2
7.753749312088349,0.287916437362783,0.33641671252744343,1.7641671252744342,0.030149972483533873,27.07498624176698,167.64167125274435,0.991261247936265,2.9917916437362786,0.4925415061539481,11.956668501097736,1,2
8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,1,2
6.7587181234500475,0.2593590617250239,0.30238456296498567,3.3517114402505563,0.03736067094699651,47.41281876549952,142.0581208230003,0.9928709395884998,3.3347691259299714,0.6277946271699333,10.729060411500159,1,2
6.58087211093982,0.2855368258859581,0.289362403697994,1.8382557781203592,0.03638255778120359,38.0,102.0,0.988304129738059,3.083825577812036,0.41681201848997007,13.566104776578742,1,2
7.515946193022587,0.4977970049232723,0.1772974620150579,2.245405075969884,0.07304322841864479,16.772974620150578,33.38648731007529,0.9965251874102374,3.464053806977413,0.7711623351158108,10.993243655037645,0,2
6.175753419555433,0.2474748860148189,0.2614132409036771,2.2020091188144875,0.03538378989481338,40.626255699259055,114.0,0.9912696917744444,3.3886872150370473,0.5628264818073543,11.438378989481338,1,2
6.016262686695945,0.28730592752924694,0.25783982942982625,3.270144136111006,0.025216017057017377,38.78398294298262,151.1893219619884,0.9909702669509503,3.32973304904971,0.4824516844883201,11.737864392397682,1,2
6.130842686002169,0.2481308187713976,0.28186918122860244,3.0598233651571145,0.028243017474322906,54.0,126.18691812286025,0.9904355216177249,3.411308187713976,0.614485556656554,12.657006440281686,1,2
6.833730860705689,0.1595010936739606,0.3586225392335886,2.152494531630197,0.04106181645377462,33.0,96.0,0.9919021466478107,3.1086225392335884,0.4256291012773523,10.970065620437637,1,2
7.270499397512142,0.2750226998869155,0.4390771796155129,9.000907995476622,0.03239636801809351,45.89863800678506,198.79727601357013,0.9943990920045234,3.2258547207237402,0.4279273603618702,11.52118039411961,1,2
6.099854821514708,0.24748911161360312,0.3000435535455875,1.9008710709117496,0.03149201518330896,30.50072589242646,85.49927410757354,0.9892413066063677,3.0900580713941164,0.5449346696816187,12.098838572117668,1,2
4.84335260393839,0.455,0.18,1.9,0.036,33.0,106.0,0.98746,3.21,0.83,14.0,1,2
5.886748905468995,0.45463618813366335,0.22370827252605527,2.1874165450521104,0.04054305758246483,16.58277696701407,101.0,0.9920503338197915,3.3871528791232413,0.8058945336284523,12.550333819791557,0,2
5.648717274047718,0.28,0.39846155976691416,6.051282725952281,0.03384615597669141,36.0,117.94871865889714,0.9914287181049574,3.204359052478685,0.4294871865889714,12.105128134110286,1,2
6.322557674348796,0.17323269769536123,0.32515095345695816,1.761278837174398,0.035548846513024084,42.225576743487956,150.0,0.9926259327910816,3.4471048139779215,0.6977442325651204,10.806394185871989,1,2
6.7211180627127165,0.2562894923802061,0.33850661166536067,3.1479610404556677,0.026938158206336722,25.530920896831617,189.93815820633677,0.991562894923802,3.281704014362405,0.622730224207904,11.81855253809897,1,2
5.039345814640595,0.17178844612002706,0.5542769724159136,1.5125191228401893,0.0261788446120027,24.03576892240054,114.85692431039784,0.9905663772129435,3.4639039849197566,0.38678079698395135,10.835768922400542,1,2
6.1730418020888305,0.31539163958223393,0.3198575856064604,1.6737538740565285,0.036475077481130574,34.50356035983849,95.24821982008075,0.9905897662710373,3.302909441381426,0.5178026305862717,11.602848287870792,1,2
5.339141020527987,0.5172196143108773,0.17399756527856305,2.7973743671552214,0.03563484612316792,33.81742306158396,127.93914102052798,0.9885892123101465,3.2158233346627236,0.5196539734897578,13.175656408211195,1,2
6.641538512938192,0.23476932328874675,0.4412306098916028,1.432308103505541,0.09178456809686278,58.0,139.16922974123614,0.9912876905601015,3.070153784474169,0.4232308103505541,10.504616875207587,1,2
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,1,2
6.486062135271598,0.34104773919991127,0.27546299592742596,2.7895226080008872,0.04353508459634912,19.16276837818343,128.91861581090828,0.9897218327889474,3.265229098618432,0.48081384189091714,12.853508459634911,1,2
7.086889419549335,0.17491858927324463,0.2986889419549335,5.583632990479121,0.03211482365915554,15.868894195493347,104.50814107267554,0.9932083548126309,3.1839331741351997,0.497377883909867,11.022964731831117,1,2
10.573257979316551,0.4513936165467592,0.599708111375897,2.473257979316551,0.09344727382643805,5.633710103417245,15.366289896582755,0.9972633710103417,3.111977393794965,0.6563371010341725,11.506968082733795,0,2
7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,1,2
7.443679546250656,0.4965519319375983,0.29459943281331924,14.859762495621395,0.030873590925013107,34.65519319375983,153.65519319375983,0.9954091988656266,3.1321839773125326,0.481608294937074,11.956320453749345,1,2
6.433632095908108,0.30398260779253383,0.3176989970028716,6.5,0.028353979940057332,26.64602005994257,87.0,0.9926513337606461,3.3610622065936826,0.42707959880114865,11.789377934063175,1,2
7.950464836870733,0.42919523148570804,0.3728791424136093,8.85944219575512,0.028179547177687732,50.0,150.80185934748295,0.9930467461419049,3.079907032625853,0.2836839109279013,12.482045282231226,1,2
7.8,0.5321127405695782,0.09735634215683515,2.1289272369280585,0.0787096347782426,8.815818232959916,17.815818232959916,0.9968957745188609,3.3544745469887975,0.6086781710784176,9.776272650560125,0,2
6.327031912247284,0.23672553256177514,0.27090106374157613,2.252531926067025,0.03369670212471921,53.18021274831522,109.51648937640398,0.9894718904263258,3.078857447573007,0.5381978725168478,12.263957450336955,1,2
6.2074792594412385,0.3492520740558761,0.28455679634634073,5.491135926926814,0.01988434907430155,18.0,68.0,0.9899013642313017,3.23272160182683,0.31544320365365924,13.168698148603099,1,2
6.829070135973038,0.2041859728053923,0.39418597280539236,6.314535067986519,0.035343065636899415,40.290701359730384,121.29070135973038,0.9922911647070598,3.1698254524094365,0.5256394796040442,11.854649320134808,1,2
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1,2
10.696257971551022,0.3529936227591821,0.5320581156469377,2.5962579715510223,0.07069227526306088,5.018710142244888,15.981289857755112,0.9972018710142244,3.1488773914653065,0.650187101422449,11.014968113795911,0,2
6.948007877363415,0.26279881839548774,0.2713605514154391,13.245577943382438,0.04934402363209024,21.79203150945366,95.10398424527317,0.9956531392207667,3.118241024057244,0.3627211028308781,10.60398424527317,1,2
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,0,2
6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,1,2
5.726231506647528,0.37163794534673045,0.25786945199425837,4.742610960114833,0.03273768493352472,48.21305480057416,113.52463013295056,0.9896075369867049,3.2337684933524717,0.5773768493352471,13.073768493352471,1,2
6.152370298572037,0.31625606824503694,0.3021089957346852,5.067301279594443,0.03331280341225185,8.632698720405557,97.63269872040556,0.9920546473051863,3.3100709189590187,0.40789100426531477,11.463979061630742,1,2
6.839013184067824,0.18,0.32895634328197587,10.852751243759679,0.03588462935315888,41.87362437812016,143.0,0.9962608876616458,3.1002200995007745,0.5241214179075566,9.63571169155621,1,2
5.951843808859982,0.3350108459344705,0.31509761341023435,7.802386105583507,0.025507592154129288,44.0,128.49891540655295,0.9926960520556436,3.319913232524236,0.36995661626211807,11.476030363774695,1,2
8.159420329745597,0.33515049660921253,0.3150055790456121,2.7906354607105226,0.06731215130964925,3.984392434517538,11.984392434517538,0.9947151728127916,3.306399101847809,0.7579710164872799,12.8,0,2
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,0,2
6.317130723050533,0.1802784338303197,0.32,1.1541765074547952,0.03965738553898934,39.17130723050533,118.0,0.98918205759335,3.311713072305053,0.4222699399656927,12.877300600343073,1,2
6.993023408496715,0.35232574934638616,0.31651170424835734,9.980234084967147,0.04458140450980288,37.0,130.79070225490145,0.9935255812732026,3.1025578647059135,0.33069765915032856,11.672093633986858,1,2
6.585026856685192,0.2585026856685193,0.21299462866296145,2.8550805700555784,0.026324418105154155,47.92513428342596,126.0,0.990880517009234,3.2222459714972214,0.38174686672006086,11.307486571657405,1,2
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,1,2
6.550888094298394,0.277100357565723,0.33272202357459835,2.1272202357459835,0.04145559528508033,34.25444047149197,89.74555952850804,0.9917100577406794,3.339467143420964,0.6342007151314459,11.0,1,2
6.974780590538704,0.18,0.3474700805280051,11.099601073706735,0.03674860375797357,41.750199463146636,143.0,0.9967891462977324,3.119968085896539,0.5574461449504091,9.475259302090624,1,2
6.6193164722038365,0.3374244703728218,0.24171701975145213,3.280683527796163,0.034236090215824674,29.0,99.02146274689315,0.990332321256769,3.0995707450621373,0.40429254937863035,12.27853725310685,1,2
7.629177312360814,0.2906234031458779,0.3053117015729389,2.0885283595489823,0.06235411343819593,18.531170157293893,34.53117015729389,0.9952,3.292393970336857,0.8769826265172647,11.441645375278373,0,2
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,0,2
6.778615041784423,0.3419076694522949,0.2623693221908205,1.5083842154151603,0.022679225626766317,28.404616527385258,88.40461652738526,0.9903351154131845,3.2719076694522946,0.48465376044610575,12.459538347261475,1,2
5.751376985738329,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,1,2
7.048583376493173,0.19514166235068267,0.290126568164729,1.1189270779383533,0.043675104544315266,20.0,72.52682305154117,0.9923201927595857,3.3237854155876705,0.41040989286609436,10.837854155876707,1,2
7.19972735429567,0.5700545291408659,0.004986367714783533,1.950408968556494,0.09199727354295671,9.0,14.498636771478353,0.9950096455605844,3.385095425996515,0.5649591031443506,11.250681614260824,0,2
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,1,2
6.246364618488137,0.2597106991596302,0.34,2.402893008403699,0.034971069915963014,24.0,123.37685593277041,0.9899979672457144,3.2707270763023724,0.35028930084036985,12.637685593277041,1,2
7.1,0.2143162963885959,0.2598870370040729,13.753448146236227,0.051954814801629154,51.181925920651665,117.00564814979636,0.9973037514814089,3.087728888809775,0.5003388889877813,9.880677777975562,1,2
7.469214343639569,0.20826964140901078,0.31395964951855054,2.377707090724387,0.03670382151545935,44.46921434363957,131.7653928281802,0.9913008279214399,3.2813482070450535,0.4334607171819785,11.648089242270323,1,2
6.3902952563514175,0.24032349145495274,0.3078973055428071,2.7741206836037797,0.037886777990766535,40.98382542725236,114.0,0.9915378690704393,3.370808728637382,0.6557946110856142,11.688677799076652,1,2
7.6,0.2,0.3,14.2,0.0559999999999999,53.0,212.5,0.999,3.14,0.46,8.9,1,2
10.26685858911659,0.42662828217668186,0.4450719709187215,2.050143941837443,0.07367434356466362,6.832853527208523,20.0,0.9958438611200706,3.14,0.7782997469045967,11.1,0,2
7.003522228764557,0.3602241418304718,0.30038424313795165,5.005123241839355,0.03997758581695282,39.98719189540161,142.9935959477008,0.9917302241418304,3.3288792908476412,0.41990393921551206,12.203522228764555,1,2
6.879840833910764,0.32294429186876716,0.26335986101487274,4.90256403056869,0.02757117637252837,46.03359861014873,143.10079583044617,0.9923664013898512,3.2506719722029747,0.4404155691461056,11.206719722029744,1,2
8.37988985249658,0.31728193116507086,0.45603304425102587,2.0201101475034196,0.08634251229195163,6.0,12.0,0.9943676034689877,3.283966955748974,0.6386409655825355,12.213590344174646,0,2
7.167674190638679,0.19519637989598532,0.28882172062408806,4.271601788558385,0.036842896083211694,26.0,76.0,0.9912259511500894,2.9415710391678824,0.5284289608321174,11.43534838127736,1,2
7.171727551237092,0.29560216828609065,0.2871204336572181,5.987433419613277,0.03613613009716544,40.42931887809273,143.42931887809272,0.9923610987507963,3.252722601943309,0.40282724487629085,12.028272448762909,1,2
7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,1,2
7.325120856066909,0.2812802140167272,0.24246374317992733,1.5310385018829094,0.046561593579498184,15.251208560669088,135.18719785983274,0.9926876812841003,3.1118236361715637,0.7119686634518544,10.624637431799274,1,2
6.0371731209563135,0.3180989423782822,0.3200848031478043,1.8363250894782708,0.04300424015739021,33.63674910521729,105.36325089478271,0.9890773427272519,3.1590600715826165,0.6135053042261206,13.23590107373925,1,2
8.389897589135602,0.2540409643457592,0.3864641561974607,2.040409643457592,0.042313313412371635,4.0,10.10102410864398,0.9939039454872601,3.2715153616296595,0.7125256027160994,12.515153616296598,0,2
6.813267981172822,0.34489760251029045,0.2637755993724274,7.597952050205809,0.03135708043930083,38.24488012551452,122.62244006275726,0.9913636775711316,3.0504095899588384,0.4132679811728217,12.351023974897094,1,2
6.456768038234278,0.43279467303904645,0.4368554959796135,5.356330749507603,0.01731445040203856,44.144106539219074,137.14410653921908,0.9901138024245163,3.144410653921907,0.33585171931409785,12.740608229405671,1,2
12.490763231436489,0.28203208908397254,0.5422168244552428,2.3129314759889157,0.08220320890839716,12.0,29.018473537127022,0.9996981526462874,3.1112931475988916,1.3465143178972734,9.818473537127023,0,2
7.666890673136928,0.38323961070588763,0.3435207785882247,1.8774653690196255,0.07239445904314007,21.774653690196256,55.0,0.9948570415571765,3.4123961070588766,0.750281167882337,11.503524898627566,0,2
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,1,2
6.416033298107413,0.2012006054201348,0.33,2.8559273495838258,0.03575987891597304,48.43996972899326,134.68009081302023,0.9904147645829221,3.210402724390607,0.4143996972899326,12.028039352308761,1,2
6.608177442853543,0.2308177442853543,0.41846217350596987,6.276444292206156,0.0387644429220615,28.894222831175377,111.0,0.9930560536438995,3.369759972597108,0.58,11.275969741118763,1,2
7.853502918535838,0.218953592275256,0.40848951502781583,14.265149528081915,0.04347679613762799,45.104640772474404,163.2092815449488,1.0000540941846852,3.2309281544948805,0.6638398068813995,8.72556892696928,1,2
6.1,0.32,0.24,1.5,0.036,38.0,124.0,0.9898,3.29,0.42,12.4,1,2
8.031825446530766,0.18,0.3242433928707688,1.2420436383673086,0.043314351561903865,20.473478794557696,106.52652120544231,0.9930244225556732,3.214617700843463,0.4715132142584624,10.342043638367308,1,2
7.8615473749829565,0.15159797596088295,0.3488763567295893,1.7816485769388093,0.04795256673095277,21.136080961564684,105.29587855765298,0.9923568040480781,3.1104121442347026,0.6608242884694048,10.938452625017042,1,2
7.2,0.19,0.31,6.3,0.034,17.0,103.0,0.99305,3.15,0.52,11.4,1,2
8.16452061553946,0.2509109610909826,0.329260278743962,1.35369860628019,0.030669863530595885,15.512328687600633,80.0,0.9909464932055555,3.0012328687600633,0.3856164343800317,11.630547909420285,1,2
5.934158348281813,0.27793602541104906,0.31960775859503426,1.572239110613284,0.026619192376685294,31.0,113.89680127055244,0.9896004950089691,3.325159936472377,0.5814242286994412,12.541279491779019,1,2
6.052798685978209,0.2436006570108955,0.3008772405542389,1.7791980289673135,0.02580785545760299,24.52798685978209,110.52798685978209,0.9897260818396305,3.166883810663194,0.3802422338370447,12.177610512174327,1,2
7.6,0.2,0.3,14.2,0.0559999999999999,53.0,212.5,0.999,3.14,0.46,8.9,1,2
6.632140184383628,0.28392242408234547,0.2964280368767257,4.241163638764817,0.029321401843836217,42.35719631232743,105.35719631232743,0.9907600299349033,3.0457046637810627,0.49106635032889406,11.853542028219913,1,2
5.968897336412982,0.14066920092389446,0.2918109719565111,1.523030957880324,0.03739369906521703,35.90157523369574,83.29527429891277,0.9905844888692392,3.308346551413063,0.4170472570108722,11.136219439130222,1,2
7.163168837587012,0.38946492993039045,0.31211948886311547,5.736831162412988,0.03689506512761036,25.26337675174024,98.73662324825976,0.9911127169331786,3.011028557308574,0.5826337675174024,12.757818136890917,1,2
